
41.00 16189 62.50
41.00 16189 62.50
41.00 20840 50.00
41.00 15647 66.67
41.00 12141 83.33
41.00 12141 83.33
41.00 12174 83.33
41.00 14051 71.43
41.00 12440 83.33
41.00 23319 43.48
41.00 11989 90.91
41.00 11989 90.91
41.00 11989 90.91
41.00 17524 58.82
41.00 12890 83.33
41.00 15863 66.67
41.00 12477 83.33
41.00 15949 66.67
41.00 17238 58.82
41.00 17238 58.82
41.00 12198 83.33
41.00 14685 71.43
41.00 26368 38.46
41.00 12761 83.33
41.00 12761 83.33
41.00 12346 83.33
41.00 13066 76.92
41.00 23360 43.48
41.00 13456 76.92
42.00 13456 76.92
42.00 12178 83.33
42.00 14165 71.43
42.00 12989 83.33
42.00 14624 71.43
42.00 14624 71.43
42.00 14624 71.43
42.00 15474 66.67
42.00 12136 83.33
42.00 12136 83.33
42.00 23055 43.48
42.00 13827 76.92
42.00 13827 76.92
42.00 14520 71.43
42.00 12361 83.33
42.00 12361 83.33
42.00 12361 83.33
42.00 14251 71.43
42.00 14396 71.43
42.00 14396 71.43
42.00 12282 83.33
42.00 12282 83.33
42.00 12282 83.33
42.00 12227 83.33
42.00 12227 83.33
42.00 12022 83.33
42.00 12022 83.33
42.00 13411 76.92
42.00 25943 40.00
42.00 11774 90.91
42.00 11774 90.91
42.00 11812 90.91
42.00 11812 90.91
42.00 12848 83.33
43.00 16142 62.50
43.00 11892 90.91
43.00 11803 90.91
43.00 11803 90.91
43.00 13497 76.92
55.00 16648 62.50
55.00 16274 62.50
55.00 17634 58.82
55.00 12048 83.33
55.00 13033 76.92
55.00 26716 38.46
55.00 11741 90.91
55.00 11741 90.91
55.00 11792 90.91
55.00 11792 90.91
55.00 13466 76.92
55.00 13466 76.92
57.00 16701 62.50
57.00 16701 62.50
57.00 17865 58.82
57.00 17865 58.82
57.00 14254 71.43
57.00 20278 50.00
57.00 17435 58.82
57.00 11832 90.91
57.00 11832 90.91
57.00 14137 71.43
57.00 15359 66.67
57.00 17280 58.82
57.00 15776 66.67
57.00 15050 66.67
57.00 13684 76.92
57.00 13836 76.92
57.00 13618 76.92
57.00 13235 76.92
57.00 13815 76.92
57.00 13989 76.92
57.00 13989 76.92
57.00 18317 55.56
57.00 18317 55.56
57.00 12528 83.33
57.00 13486 76.92
57.00 12142 83.33
57.00 13831 76.92
57.00 13831 76.92
57.00 19620 52.63
58.00 25402 40.00
58.00 15376 66.67
58.00 13138 76.92
58.00 13138 76.92
58.00 15162 66.67
58.00 22461 45.45
58.00 18814 55.56
58.00 18814 55.56
58.00 12612 83.33
58.00 14081 71.43
58.00 19852 52.63
58.00 12056 83.33
58.00 19148 52.63
58.00 14814 71.43
58.00 15626 66.67
58.00 17105 58.82
58.00 11838 90.91
58.00 12126 83.33
58.00 12126 83.33
58.00 12861 83.33
58.00 11931 90.91
58.00 21875 47.62
58.00 16891 62.50
58.00 16891 62.50
58.00 14345 71.43
58.00 16256 62.50
58.00 14160 71.43
58.00 13588 76.92
58.00 13588 76.92
58.00 13588 76.92
58.00 12402 83.33
59.00 14861 71.43
59.00 13310 76.92
59.00 13310 76.92
59.00 16752 62.50
59.00 11883 90.91
59.00 18754 55.56
59.00 18754 55.56
59.00 14919 71.43
59.00 15510 66.67
59.00 15450 66.67
59.00 17789 58.82
59.00 15602 66.67
59.00 15602 66.67
59.00 14164 71.43
59.00 14101 71.43
59.00 14976 71.43
59.00 17336 58.82
59.00 17579 58.82
59.00 15930 66.67
59.00 15738 66.67
59.00 15738 66.67
59.00 14068 71.43
59.00 15695 66.67
59.00 17262 58.82
59.00 15641 66.67
59.00 15641 66.67
59.00 13941 76.92
59.00 12291 83.33
59.00 12291 83.33
59.00 14365 71.43
59.00 14365 71.43
59.00 14357 71.43
59.00 11904 90.91
59.00 11904 90.91
59.00 24318 41.67
59.00 13125 76.92
59.00 15456 66.67
59.00 16840 62.50
60.00 172653 5.81
60.00 175744 5.71
61.00 182016 5.49
62.00 12378 83.33
62.00 12378 83.33
62.00 26617 38.46
63.00 14415 71.43
63.00 14415 71.43
63.00 14380 71.43
63.00 15382 66.67
63.00 15382 66.67
63.00 15382 66.67
63.00 14607 71.43
63.00 18010 55.56
63.00 12230 83.33
63.00 12230 83.33
63.00 12192 83.33
63.00 12192 83.33
63.00 12661 83.33
63.00 14041 71.43
63.00 14041 71.43
63.00 14041 71.43
63.00 12020 83.33
63.00 16598 62.50
63.00 11813 90.91
63.00 11813 90.91
63.00 12505 83.33
63.00 11995 90.91
63.00 11995 90.91
63.00 11995 90.91
63.00 12132 83.33
63.00 22950 45.45
63.00 11916 90.91
64.00 13608 76.92
64.00 12404 83.33
64.00 12404 83.33
64.00 12202 83.33
64.00 14503 71.43
64.00 12830 83.33
64.00 12830 83.33
64.00 12079 83.33
64.00 18707 55.56
64.00 11810 90.91
64.00 11810 90.91
66.00 12814 83.33
66.00 14482 71.43
67.00 14482 71.43
67.00 14482 71.43
67.00 14482 71.43
67.00 14482 71.43
67.00 14482 71.43
67.00 14856 71.43
67.00 15943 66.67
67.00 15943 66.67
67.00 15943 66.67
67.00 15943 66.67
67.00 15379 66.67
67.00 13075 76.92
67.00 15856 66.67
67.00 11999 90.91
67.00 11999 90.91
67.00 22588 45.45
67.00 13979 76.92
67.00 13979 76.92
67.00 13979 76.92
67.00 13979 76.92
67.00 13979 76.92
67.00 12446 83.33
67.00 12446 83.33
67.00 12446 83.33
67.00 12446 83.33
67.00 14892 71.43
67.00 14142 71.43
67.00 16604 62.50
67.00 16604 62.50
67.00 14730 71.43
67.00 14152 71.43
67.00 14152 71.43
67.00 14279 71.43
67.00 17380 58.82
67.00 15409 66.67
67.00 13944 76.92
68.00 13607 76.92
68.00 13607 76.92
68.00 13607 76.92
68.00 14515 71.43
68.00 14515 71.43
68.00 17889 58.82
68.00 16616 62.50
68.00 16616 62.50
68.00 16616 62.50
68.00 13520 76.92
68.00 13520 76.92
68.00 14121 71.43
68.00 14121 71.43
68.00 14081 71.43
68.00 14081 71.43
68.00 14030 71.43
68.00 14030 71.43
68.00 14687 71.43
68.00 14687 71.43
68.00 14434 71.43
68.00 14657 71.43
68.00 14657 71.43
68.00 19706 52.63
68.00 14350 71.43
68.00 14350 71.43
68.00 14350 71.43
68.00 108577 9.26
70.00 104414 9.62
73.00 115630 8.70
74.00 186685 5.38
74.00 105516 9.52
74.00 110434 9.09
77.00 125933 8.00
78.00 173944 5.78
78.00 94868 10.64
79.00 175257 5.71
80.00 192709 5.21
81.00 107209 9.35
83.00 14600 71.43
83.00 14600 71.43
83.00 15193 66.67
